epoch,train_loss,val_loss,val_roc_auc,val_pr_auc,learning_rate
1,1.0158586139264314,0.9380153146657076,0.841245479596734,0.3661012246396594,0.001
2,0.9590671846400136,0.9176059852946888,0.8466075276111118,0.36861862386046623,0.001
3,0.9511058097300322,0.9116970463232561,0.8485239306027835,0.3727776045943652,0.001
4,0.9490079516949861,0.9201243790713224,0.846567265205258,0.36971815490497256,0.001
5,0.9454096426134524,0.9149015925147317,0.8474714917367248,0.36888120106114336,0.001
6,0.9455726094867872,0.9150187860835682,0.848208979391775,0.3685407744413237,0.001
7,0.9414652858091437,0.9050897468220104,0.8495822775392666,0.372647488181911,0.001
8,0.9392448164846586,0.9134996858510104,0.8485487299107372,0.370448348565144,0.001
9,0.9414344397575959,0.9121319489045576,0.8479180980973096,0.3680127130427951,0.001
10,0.9369542903226354,0.9094083471731707,0.848940121341555,0.3724845450026409,0.001
11,0.938971045224563,0.9082259264859286,0.8484626617243105,0.37242171882346686,0.001
12,0.9373922749705936,0.9100871790539135,0.8478377191638842,0.36898677991434575,0.001
13,0.9324700398289639,0.9026674194769426,0.8496958437818651,0.3732285006504281,0.001
14,0.9362568200930305,0.90962815284729,0.8493448606351831,0.3722483360580667,0.001
15,0.9332142375085665,0.9072264216162942,0.8494754216976439,0.37149358966593526,0.001
16,0.9369253548591033,0.9094250418923118,0.8493816949014081,0.3723073068238319,0.001
17,0.9349841106197109,0.9122011769901622,0.8485062793306521,0.37102151576810627,0.001
18,0.9340914746989375,0.9076239737597379,0.8491560211990319,0.37124046830556134,0.001
19,0.9336409581744153,0.9098763465881348,0.8490200626401343,0.37276762799518287,0.001
20,0.9315189311037892,0.9047342159531333,0.8500699486362567,0.3727486342473855,0.001
21,0.9312471527120342,0.9104884537783536,0.8491497484329025,0.37079594284668294,0.001
22,0.930549179730208,0.9091177799484946,0.8494085365053107,0.3722382439668655,0.001
23,0.932601532858351,0.9088937640190125,0.8491039426523297,0.3718513664615236,0.001
24,0.9312586538169695,0.9100630283355713,0.8489730168941638,0.3714988798919001,0.001
25,0.9311072852300561,0.9138782241127708,0.8489644830146622,0.3697407218554052,0.001
26,0.929092213511467,0.9094621593301947,0.8486315887749578,0.37023597033035166,0.001
27,0.9296975615231887,0.9113876440308311,0.847878273326302,0.36963531301802366,0.001
28,0.9292108993167463,0.9167448336427862,0.8487326824244387,0.3714672358144907,0.001
29,0.9320580551157827,0.9067749597809531,0.8492826435478764,0.3724212961824793,0.001
30,0.9281754778779071,0.9117355400865729,0.8486721429373758,0.3705927404780476,0.001
31,0.9288888288580853,0.9111062992702831,0.8484172935785841,0.37014217228054946,0.001
32,0.929951922401138,0.9085356755690142,0.8488161248017878,0.3711025051335393,0.001
33,0.9305198283299155,0.910030641339042,0.8486684230411828,0.3719085583323888,0.001
34,0.9276559307523395,0.908649352463809,0.8489208654083207,0.37115950978907564,0.001
35,0.9289846932110579,0.9113230488517068,0.848517074323526,0.3719566322026171,0.001
36,0.9283310129590656,0.9091619795018976,0.8487579193672382,0.37006401381222803,0.001
37,0.9264248901087305,0.9109821373766119,0.8485423112663256,0.36824542341163513,0.001
38,0.9279771797035051,0.909585871479728,0.8485508451458272,0.3697618428702712,0.001
39,0.9266322909489922,0.9118110374970869,0.8482521593632707,0.3694218449932956,0.001
40,0.9275971055030823,0.9108974662694064,0.848459890036951,0.36933301343827596,0.001
41,0.9276189143243043,0.9111289815469221,0.8480393229497174,0.36582708318569673,0.001
42,0.925013084774432,0.9112887761809609,0.8480269962348815,0.3717252267833158,0.001
43,0.9254986365204272,0.9065067713910883,0.849545807968747,0.36907868746581984,0.001
44,0.9258393528668777,0.9110144593498923,0.8486746228681712,0.36811565474113134,0.0005
45,0.9223583010227784,0.9092912782322277,0.8488641187565921,0.3675921476035367,0.0005
46,0.9218718642773835,0.9106038646264509,0.848267914217735,0.36650137390198184,0.0005
47,0.9247624621443127,0.909338815645738,0.8489950445147578,0.3686031410079916,0.0005
48,0.9211658738229586,0.9111878709359602,0.8487431856607484,0.3672333724634411,0.0005
49,0.9224341090606607,0.9099918929013339,0.8482021231125174,0.36748684817044497,0.0005
50,0.925324624647265,0.9123343500224027,0.8475410027381354,0.3678347637485562,0.0005
51,0.9238079248563104,0.9105713313276117,0.8481275793103751,0.3671950268676243,0.0005
52,0.923419727579407,0.9108933698047291,0.8490169991962108,0.36935681134158166,0.0005
53,0.9240233438170474,0.9098036722703413,0.8485285257686691,0.36790761606134487,0.0005
54,0.9193330199822135,0.9087332378734242,0.8494184562284921,0.3687868694401382,0.0005
55,0.9234026910170264,0.908084360035983,0.8492081726848753,0.3684323198101762,0.0005
56,0.92188911528691,0.9079458009112965,0.8490394644516509,0.3687617642060157,0.0005
57,0.9214888746323793,0.9117011752995577,0.8485523768677891,0.36563904566857836,0.0005
58,0.921381198193716,0.9091948758472096,0.8486322452272274,0.369517718785871,0.0005
59,0.9227991253137589,0.9105680964209817,0.8481644865157411,0.36649989473093564,0.0005
60,0.920800092427627,0.9074932065877047,0.8489113103808443,0.36929952490150747,0.0005
61,0.9209641632826432,0.9119460040872748,0.8482314446472153,0.36733959690012646,0.0005
62,0.9187229340491088,0.9103632677685131,0.8483506272036738,0.36601786402413916,0.0005
63,0.9201936028573824,0.9095359715548429,0.8487323906678745,0.3678639613037682,0.0005
64,0.9182770006034685,0.9094666513529691,0.8484966513640348,0.36866294462482063,0.0005
65,0.9191240305485933,0.9094158248467878,0.8483043837882548,0.36792030338703086,0.0005
66,0.9222545118435569,0.9107407385652716,0.8482322469777668,0.3678029164319231,0.0005
67,0.9201381420311721,0.910631840879267,0.8479633203647541,0.36882988849244186,0.0005
68,0.9201351741085881,0.9142395203763788,0.8469873946576456,0.36560419832407753,0.0005
69,0.9206422696942869,0.9126375155015425,0.847776742041975,0.36682033462609187,0.0005
70,0.9192011161990787,0.910985448143699,0.8480219634341497,0.3666302703972485,0.0005
71,0.91922228038311,0.9124301346865568,0.8478594550279138,0.36991426043391223,0.0005
72,0.9192141352788262,0.9100970842621543,0.8479141593836935,0.3692584358449243,0.0005
73,0.9215093637290208,0.9108007116751238,0.847924516741721,0.36664261126404785,0.0005
